VERSION 2
BPM 382.409180
PAGE_SHIFT 0.044000
PAGE_SIZE 0.627600
NOTE	0	1.290000	0.500000	0.000000
NOTE	1	2.250000	0.800000	0.000000
NOTE	2	2.560000	0.200000	0.000000
NOTE	3	3.830000	0.500000	0.000000
NOTE	4	4.790000	0.250000	0.000000
NOTE	5	4.790000	0.750000	0.000000
NOTE	6	6.310000	0.500000	0.000000
NOTE	7	7.270000	0.800000	0.000000
NOTE	8	7.590000	0.200000	0.000000
NOTE	9	8.830000	0.500000	0.000000
NOTE	10	9.810000	0.650000	0.000000
NOTE	11	9.810000	0.350000	0.000000
NOTE	12	11.330000	0.250000	0.000000
NOTE	13	11.330000	0.750000	0.000000
NOTE	14	11.650000	0.750000	0.000000
NOTE	15	11.650000	0.250000	0.000000
NOTE	16	11.960000	0.500000	0.000000
NOTE	17	13.220000	0.500000	0.000000
NOTE	18	13.840000	0.250000	0.000000
NOTE	19	13.840000	0.750000	0.000000
NOTE	20	14.160000	0.250000	0.000000
NOTE	21	14.160000	0.750000	0.000000
NOTE	22	14.470000	0.500000	0.000000
NOTE	23	15.730000	0.500000	0.000000
NOTE	24	16.980000	0.200000	0.000000
NOTE	25	17.598890	0.800000	0.000000
NOTE	26	18.240000	0.500000	0.000000
NOTE	27	18.860001	0.200000	0.500000
NOTE	28	18.860001	0.800000	0.500000
NOTE	29	20.430000	0.500000	0.000000
NOTE	30	21.370001	0.600000	0.000000
NOTE	31	22.000000	0.400000	0.000000
NOTE	32	22.629999	0.700000	0.000000
NOTE	33	23.248890	0.350000	0.000000
NOTE	34	23.885555	0.850000	0.000000
NOTE	35	24.514444	0.150000	0.000000
NOTE	36	25.139999	0.700000	0.000000
NOTE	37	25.770000	0.350000	0.000000
NOTE	38	26.406111	0.500000	0.000000
NOTE	39	27.660000	0.400000	0.000000
NOTE	40	27.660000	0.850000	0.000000
NOTE	41	27.969999	0.850000	0.000000
NOTE	42	27.969999	0.400000	0.000000
NOTE	43	28.280001	0.600000	0.400000
NOTE	44	28.280001	0.150000	0.400000
NOTE	45	28.910000	0.850000	0.000000
NOTE	46	29.530001	0.150000	0.000000
NOTE	47	30.160000	0.750000	0.000000
NOTE	48	30.790001	0.250000	0.000000
NOTE	49	31.450001	0.500000	0.000000
NOTE	50	32.369999	0.850000	0.000000
NOTE	51	32.680000	0.150000	0.000000
NOTE	52	33.270000	0.650000	0.000000
NOTE	53	33.580002	0.350000	0.000000
NOTE	54	33.910000	0.850000	0.000000
NOTE	55	34.219444	0.850000	0.000000
NOTE	56	34.540001	0.150000	0.000000
NOTE	57	34.819443	0.150000	0.000000
NOTE	58	35.180000	0.500000	0.000000
NOTE	59	35.500000	0.500000	0.000000
NOTE	60	35.820000	0.650000	0.000000
NOTE	61	36.139999	0.350000	0.000000
NOTE	62	36.439999	0.850000	0.000000
NOTE	63	36.439999	0.150000	0.000000
NOTE	64	37.070000	0.500000	0.000000
NOTE	65	38.330002	0.500000	0.000000
NOTE	66	38.950001	0.650000	0.000000
NOTE	67	38.950001	0.350000	0.000000
NOTE	68	39.580002	0.500000	0.000000
NOTE	69	40.840000	0.500000	0.000000
NOTE	70	41.459999	0.150000	0.000000
NOTE	71	41.459999	0.850000	0.000000
NOTE	72	42.090000	0.500000	0.000000
NOTE	73	43.349998	0.500000	0.000000
NOTE	74	43.970001	0.650000	0.000000
NOTE	75	43.970001	0.350000	0.000000
NOTE	76	44.599998	0.500000	0.000000
NOTE	77	45.860001	0.250000	0.000000
NOTE	78	45.860001	0.750000	0.000000
NOTE	79	46.480000	0.500000	0.000000
NOTE	80	46.799999	0.500000	0.000000
NOTE	81	47.110001	0.750000	0.000000
NOTE	82	47.110001	0.250000	0.000000
NOTE	83	48.360001	0.700000	0.000000
NOTE	84	48.360001	0.300000	0.000000
NOTE	85	48.990002	0.500000	0.000000
NOTE	86	49.279999	0.400000	0.000000
NOTE	87	49.490002	0.600000	0.000000
NOTE	88	50.590000	0.250000	0.000000
NOTE	89	50.869999	0.800000	0.500000
NOTE	90	52.130001	0.700000	0.000000
NOTE	91	52.130001	0.300000	0.000000
NOTE	92	53.380001	0.750000	0.000000
NOTE	93	53.380001	0.250000	0.000000
NOTE	94	54.009998	0.600000	0.000000
NOTE	95	54.639999	0.400000	0.000000
